,TIMESTAMP,AMOUNT,PRICE,SIDE,ORDERID,LIST,OFFLOAD
0,1712525602760,0.0021,0.04919,buy,3925122926,LIMIT_BUY,False
1,1712525923581,0.0021,0.0492,buy,3925125746,LIMIT_BUY,False
2,1712526207937,0.0021,0.04918,buy,3925129162,LIMIT_BUY,False
3,1712526217099,0.0021,0.04921,buy,3925129182,LIMIT_BUY,False
4,1712526444697,0.0021,0.04922,buy,3925131129,LIMIT_BUY,False
5,1712413658944,0.0021,0.04926,sell,3925122969,SELL_PROFIT,False
6,1712413667166,0.0021,0.04926,sell,3925122977,SELL_PROFIT,False
7,1712414288192,0.0021,0.04926,sell,3925122981,SELL_PROFIT,False
8,1712414336405,0.0021,0.04926,sell,3925122983,SELL_PROFIT,False
9,1712414345161,0.0021,0.04926,sell,3925122985,SELL_PROFIT,False
10,1712416213094,0.0021,0.04926,sell,3925122986,SELL_PROFIT,False
11,1712416524191,0.0021,0.04926,sell,3925122988,SELL_PROFIT,False
12,1712434875580,0.0021,0.04926,sell,3925122990,SELL_PROFIT,False
13,1712435193683,0.0021,0.04926,sell,3925122991,SELL_PROFIT,False
14,1712435220072,0.0021,0.04926,sell,3925122993,SELL_PROFIT,False
15,1712435442434,0.0021,0.04926,sell,3925122994,SELL_PROFIT,False
16,1712435678207,0.0021,0.04926,sell,3925122996,SELL_PROFIT,False
17,1712436717450,0.0021,0.04926,sell,3925123006,SELL_PROFIT,False
18,1712436735401,0.0021,0.04926,sell,3925123015,SELL_PROFIT,False
19,1712436996088,0.0021,0.04926,sell,3925123023,SELL_PROFIT,False
20,1712495642823,0.0021,0.04926,sell,3925123032,SELL_PROFIT,False
21,1712495802045,0.0021,0.04926,sell,3925123041,SELL_PROFIT,False
22,1712496345210,0.0021,0.04926,sell,3925123055,SELL_PROFIT,False
23,1712496372185,0.0021,0.04926,sell,3925123076,SELL_PROFIT,False
24,1712496612874,0.0021,0.04926,sell,3925123093,SELL_PROFIT,False
25,1712496663343,0.0021,0.04926,sell,3925123109,SELL_PROFIT,False
26,1712496732338,0.0021,0.04926,sell,3925123157,SELL_PROFIT,False
27,1712497243993,0.0021,0.04926,sell,3925123170,SELL_PROFIT,False
28,1712497252876,0.0021,0.04926,sell,3925123172,SELL_PROFIT,False
29,1712497330535,0.0021,0.04926,sell,3925123173,SELL_PROFIT,False
30,1712497681823,0.0021,0.04926,sell,3925123175,SELL_PROFIT,False
31,1712497698834,0.0021,0.04926,sell,3925123183,SELL_PROFIT,False
32,1712497848519,0.0021,0.04926,sell,3925123187,SELL_PROFIT,False
33,1712498366997,0.0021,0.04926,sell,3925123188,SELL_PROFIT,False
34,1712498504750,0.0021,0.04926,sell,3925123189,SELL_PROFIT,False
35,1712524395690,0.0021,0.04926,sell,3925123191,SELL_PROFIT,False
36,1712524420381,0.0021,0.04926,sell,3925123192,SELL_PROFIT,False
37,1712525091889,0.0021,0.04926,sell,3925123193,SELL_PROFIT,False
38,1712414336647,0.0021,0.04927,sell,3925125793,SELL_PROFIT,False
39,1712416205296,0.0021,0.04927,sell,3925125796,SELL_PROFIT,False
40,1712416523945,0.0021,0.04927,sell,3925125802,SELL_PROFIT,False
41,1712435193932,0.0021,0.04927,sell,3925125815,SELL_PROFIT,False
42,1712435442679,0.0021,0.04927,sell,3925125818,SELL_PROFIT,False
43,1712436717711,0.0021,0.04927,sell,3925125822,SELL_PROFIT,False
44,1712436982657,0.0021,0.04927,sell,3925125823,SELL_PROFIT,False
45,1712496327507,0.0021,0.04927,sell,3925125825,SELL_PROFIT,False
46,1712497235146,0.0021,0.04927,sell,3925125829,SELL_PROFIT,False
47,1712497321396,0.0021,0.04927,sell,3925125832,SELL_PROFIT,False
48,1712497673062,0.0021,0.04927,sell,3925125837,SELL_PROFIT,False
49,1712498332660,0.0021,0.04927,sell,3925125850,SELL_PROFIT,False
50,1712524614923,0.0021,0.04927,sell,3925125860,SELL_PROFIT,False
51,1712525092136,0.0021,0.04927,sell,3925125871,SELL_PROFIT,False
