,TIMESTAMP,AMOUNT,PRICE,SIDE,ORDERID,LIST,OFFLOAD,ORDERSRCID
97,1718817655404,0.0019,0.05504,sell,4005402957,SELL_PROFIT,True,4005402748
98,1718817961235,0.0019,0.05505,sell,4005421980,SELL_PROFIT,True,4005421948
99,1718817924295,0.0019,0.05506,sell,4005421196,SELL_PROFIT,True,4005421116
100,1718817796105,0.0019,0.05507,sell,4005412252,SELL_PROFIT,True,4005412062
101,1718817704103,0.0019,0.05508,sell,4005405844,SELL_PROFIT,True,4005405549
102,1718817711887,0.0019,0.05509,sell,4005406052,SELL_PROFIT,True,4005405858
103,1718817828120,0.0019,0.0551,sell,4005412982,SELL_PROFIT,True,4005412804
104,1718817766377,0.0019,0.05512,sell,4005410722,SELL_PROFIT,True,4005409733
105,1718818549646,0.0019,0.05454,buy,4005516818,BUY_PROFIT,True,4005433284
106,1718818630739,0.0019,0.05454,buy,4005516827,BUY_PROFIT,True,4005434457
107,1718818660563,0.0019,0.05453,buy,4005520400,BUY_PROFIT,True,4005435021
108,1718819288755,0.0019,0.05451,buy,4005518150,BUY_PROFIT,True,4005443364
109,1718819297326,0.0019,0.0545,buy,4005443837,BUY_PROFIT,True,4005443609
110,1718819305381,0.0019,0.05448,buy,4005444019,BUY_PROFIT,True,4005443907
111,1718819312990,0.0019,0.05448,buy,4005444106,BUY_PROFIT,True,4005444030
112,1718826342619,0.0019,0.05447,buy,4005522665,BUY_PROFIT,True,4005522312
113,1718826446819,0.0019,0.05447,buy,4005524194,BUY_PROFIT,True,4005524167
114,1718826350672,0.0019,0.05446,buy,4005522823,BUY_PROFIT,True,4005522694
115,1718827420505,0.0019,0.05445,buy,4005531788,BUY_PROFIT,True,4005531717
116,1718826073231,0.0019,0.05444,buy,4005516308,BUY_PROFIT,True,4005516143
117,1718826064658,0.0019,0.05443,buy,4005516130,BUY_PROFIT,True,4005515885
118,1718826188426,0.0019,0.05443,buy,4005519744,BUY_PROFIT,True,4005519652
119,1718826089728,0.0019,0.0544,buy,4005517124,BUY_PROFIT,True,4005516874
120,1718826113198,0.0019,0.05439,buy,4005518325,BUY_PROFIT,True,4005518167
121,1718806786315,0.0019,0.05411,buy,4005296988,BUY_PROFIT,True,4005255850
122,1718806794407,0.0019,0.05411,buy,4005296989,BUY_PROFIT,True,4005255997
123,1718806803344,0.0019,0.0541,buy,4005297197,BUY_PROFIT,True,4005256459
124,1718806934420,0.0019,0.0541,buy,4005297198,BUY_PROFIT,True,4005258373
125,1718807023485,0.0019,0.05407,buy,4005259680,BUY_PROFIT,True,4005259602
126,1718807802890,0.0019,0.05406,buy,4005277674,BUY_PROFIT,True,4005277594
127,1718807086602,0.0019,0.05405,buy,4005261630,BUY_PROFIT,True,4005260735
128,1718807103678,0.0019,0.05404,buy,4005262163,BUY_PROFIT,True,4005262078
129,1718807119204,0.0019,0.05404,buy,4005262469,BUY_PROFIT,True,4005262372
130,1718807134688,0.0019,0.05403,buy,4005263116,BUY_PROFIT,True,4005262767
131,1718807095103,0.0019,0.05402,buy,4005262062,BUY_PROFIT,True,4005261742
132,1718781243289,0.0019,0.05401,buy,4005143618,BUY_PROFIT,True,4004952739
133,1718781201146,0.0019,0.054,buy,4005143643,BUY_PROFIT,True,4004952096
134,1718781144995,0.0019,0.05398,buy,4005144052,BUY_PROFIT,True,4004950610
135,1718781136107,0.0019,0.05397,buy,4005144932,BUY_PROFIT,True,4004950006
136,1718781177336,0.0019,0.05397,buy,4005144957,BUY_PROFIT,True,4004951616
137,1718781524246,0.0019,0.05395,buy,4004958346,BUY_PROFIT,True,4004958267
138,1718781533804,0.0019,0.05395,buy,4004958437,BUY_PROFIT,True,4004958357
139,1718781574284,0.0019,0.05394,buy,4004959409,BUY_PROFIT,True,4004959331
140,1718781629622,0.0019,0.05393,buy,4004960031,BUY_PROFIT,True,4004959975
141,1718796872581,0.0019,0.05392,buy,4005139163,BUY_PROFIT,True,4005139110
142,1718796905442,0.0019,0.05391,buy,4005140120,BUY_PROFIT,True,4005140007
143,1718797076152,0.0019,0.0539,buy,4005147666,BUY_PROFIT,True,4005147485
144,1718797023243,0.0019,0.05389,buy,4005146211,BUY_PROFIT,True,4005145864
145,1718796970929,0.0019,0.05387,buy,4005144082,BUY_PROFIT,True,4005143807
146,1718796979341,0.0019,0.05386,buy,4005144262,BUY_PROFIT,True,4005144095
147,1718797005661,0.0019,0.05386,buy,4005145473,BUY_PROFIT,True,4005145201
